X,Y,Pressure,Time
365.691030610065,314.346476638081,0.1978022,0
355.651661732841,304.067842646565,0.156044,15
358.9330118717,305.312997833186,0.167033,15
361.042451246681,306.997619556261,0.2021978,15
362.839381084628,308.950804162725,0.2339438,15
365.691030610065,314.346476638081,0.2288156,15
365.691030610065,314.346476638081,0.2339438,15
325.181981872005,314.663869136631,0.1575092,31
334.713522751549,308.853144932402,0.1553114,31
343.463789788507,305.068849757378,0.1553114,31
350.690572832423,303.8969389935,0.1553114,31
350.690572832423,303.8969389935,0.1553114,31
325.181981872005,314.663869136631,0.1575092,32
334.713522751549,308.853144932402,0.1553114,32
343.463789788507,305.068849757378,0.1553114,32
290.92312387463,351.65230262154,0.1997558,62
298.384289071322,340.787713248085,0.1831502,62
306.743919186987,330.997375408185,0.169475,62
315.494186223945,322.330118717002,0.1606838,62
276.430494094668,385.662129581591,0.237851,78
279.789971617786,374.553392132328,0.2297924,78
284.672933133946,363.102847376934,0.217094,78
284.672933133946,363.102847376934,0.217094,78
276.430494094668,385.662129581591,0.237851,94
279.789971617786,374.553392132328,0.2297924,94
274.16479995117,404.949827570421,0.2503053,109
274.321054719687,412.957884456923,0.2537241,109
274.555436872463,395.940763573107,0.2446886,109
274.555436872463,395.940763573107,0.2446886,109
274.16479995117,404.949827570421,0.2503053,110
274.321054719687,412.957884456923,0.2537241,110
276.35236671041,419.842860194708,0.2576313,125
276.35236671041,419.842860194708,0.2576313,125
278.852443006684,424.994384594256,0.2578755,125
278.852443006684,424.994384594256,0.2578755,126
282.915066988128,429.70644245735,0.2578755,140
282.915066988128,429.70644245735,0.2578755,140
287.954283272805,433.148930326243,0.2581197,140
287.954283272805,433.148930326243,0.2581197,141
294.087282937101,435.102114932707,0.2583639,156
294.087282937101,435.102114932707,0.2583639,156
301.70470290231,435.761314737388,0.2622711,156
301.70470290231,435.761314737388,0.2622711,157
309.517441328166,434.662648396252,0.2666667,172
309.517441328166,434.662648396252,0.2666667,172
318.189580980865,430.878353221229,0.2742369,172
318.189580980865,430.878353221229,0.2742369,173
327.447676015503,425.653584398938,0.2820513,187
327.447676015503,425.653584398938,0.2820513,187
336.901089510788,419.256904812769,0.2879121,187
336.901089510788,419.256904812769,0.2879121,188
346.081057161168,412.103366191595,0.2879121,203
346.081057161168,412.103366191595,0.2879121,203
354.479750968963,404.437116611225,0.2840049,203
354.479750968963,404.437116611225,0.2840049,204
361.901852473525,396.526718955046,0.2727717,219
361.901852473525,396.526718955046,0.2727717,219
368.11297952208,388.274513992737,0.24884,219
368.11297952208,388.274513992737,0.24884,220
372.99594103824,379.680501724296,0.2124542,234
372.99594103824,379.680501724296,0.2124542,234
376.472609637745,371.013245033113,0.1721612,234
376.472609637745,371.013245033113,0.1721612,235
378.38673055208,362.590136417737,0.1323565,250
378.38673055208,362.590136417737,0.1323565,250
378.89455854976,354.923886837367,0.0971917,250
378.89455854976,354.923886837367,0.0971917,251
377.488265633106,345.060304574725,0.06715507,265
378.89455854976,349.186407055879,0.07887668,265
378.89455854976,349.186407055879,0.07887668,265
377.488265633106,345.060304574725,0.06715507,266
369.402081362346,339.762291329691,0.06324787,281
374.363170262764,341.86196478164,0.06324787,281
374.363170262764,341.86196478164,0.06324787,281
369.402081362346,339.762291329691,0.06324787,282
356.23761711478,337.735862300485,0.09084249,297
363.230018005921,338.346232490005,0.07521368,297
363.230018005921,338.346232490005,0.07521368,297
356.23761711478,337.735862300485,0.09084249,298
345.299783318583,339.10309152501,0.1435897,312
349.75304422132,337.833521530808,0.1162393,312
349.75304422132,337.833521530808,0.1162393,312
345.299783318583,339.10309152501,0.1435897,313
340.690267647328,341.031861323893,0.2014652,328
342.291879024628,340.177343058565,0.1711844,328
