X,Y,Pressure,Time
430.966460158086,410.345500045778,0.09230769,0
411.590868861965,400.896969512009,0.1545788,16
418.075441755425,401.824732200079,0.1409035,16
422.958403271584,403.607013153478,0.1289377,16
426.396008178961,405.706686605426,0.1137973,16
430.966460158086,410.345500045778,0.1113553,16
430.966460158086,410.345500045778,0.1135531,16
404.090639973144,400.896969512009,0.1665446,31
396.160710470901,402.16653950621,0.1721612,47
380.183660390027,410.931455427717,0.1821734,49
388.07452620014,405.706686605426,0.179243,49
338.151127658925,469.453749198889,0.2253968,63
342.526261177404,458.930967131565,0.201221,63
348.268623920408,447.968718527787,0.1873016,63
355.339152195807,437.03088473159,0.1833944,63
363.425336466567,426.923154393139,0.1831502,63
371.824030274361,417.987334818567,0.1824176,63
371.824030274361,417.987334818567,0.1824176,63
355.339152195807,437.03088473159,0.1833944,78
363.425336466567,426.923154393139,0.1831502,78
348.268623920408,447.968718527787,0.1873016,94
338.151127658925,469.453749198889,0.2253968,95
342.526261177404,458.930967131565,0.201221,95
333.854121524705,489.913357951598,0.2744811,109
335.377605517747,479.732383190405,0.2547009,109
335.377605517747,479.732383190405,0.2547009,109
333.854121524705,489.913357951598,0.2744811,110
333.854121524705,499.093325601978,0.2886447,125
333.854121524705,499.093325601978,0.2886447,125
334.518204290902,507.345530564287,0.2949939,125
334.518204290902,507.345530564287,0.2949939,126
337.135471663564,514.15726187933,0.2979243,141
337.135471663564,514.15726187933,0.2979243,141
341.080904568621,519.308786278878,0.2979243,141
341.080904568621,519.308786278878,0.2979243,142
346.315439313944,523.166325876644,0.2979243,156
346.315439313944,523.166325876644,0.2979243,156
352.878139591662,525.534562211982,0.2981685,156
352.878139591662,525.534562211982,0.2981685,157
360.808069093905,526.291421246986,0.3006105,172
360.808069093905,526.291421246986,0.3006105,172
369.71459089938,525.77871028779,0.3045177,172
369.71459089938,525.77871028779,0.3045177,173
379.168004394665,522.922177800836,0.3076923,188
388.66048158208,518.283364360485,0.3108669,189
397.684194463942,512.399395733512,0.3108669,203
405.614123966186,505.245857112339,0.3091575,204
412.098696859645,497.481948301645,0.3069597,219
416.786339915159,489.327402569658,0.3030525,220
419.755180516984,481.319345683157,0.2986569,234
419.755180516984,481.319345683157,0.2986569,234
420.927091280862,473.75075533311,0.2923077,234
420.927091280862,473.75075533311,0.2923077,235
420.927091280862,466.841364787744,0.2893773,250
418.231696523942,456.050019837031,0.2698413,251
419.911435285501,460.688833277383,0.2793651,251
416.551957762383,452.94933927427,0.2642247,266
415.184728537858,451.093813898129,0.2642247,267
413.114352855007,449.409192175054,0.2752137,281
414.090945158238,450.092806787316,0.2673993,281
414.090945158238,450.092806787316,0.2673993,281
413.114352855007,449.409192175054,0.2752137,282
411.590868861965,448.554673909726,0.3001221,297
412.254951628162,448.823236793115,0.2908425,297
412.254951628162,448.823236793115,0.2908425,297
411.590868861965,448.554673909726,0.3001221,298
411.239295632801,448.554673909726,0.3001221,313
411.161168248543,449.482436597797,0.2927961,314
411.161168248543,452.192480239265,0.2886447,328
411.161168248543,452.192480239265,0.2886447,328
411.161168248543,456.904538102359,0.2886447,328
411.161168248543,456.904538102359,0.2886447,329
411.161168248543,463.813928647725,0.2920635,344
411.395550401318,471.724326303903,0.2969475,345
411.668996246223,479.634723960082,0.2998779,359
412.020569475387,486.788262581255,0.3030525,360
412.762779625843,492.769890438551,0.3045177,375
412.762779625843,492.769890438551,0.3045177,375
414.01281777398,498.165562913907,0.3059829,375
415.380046998505,502.291665395062,0.3064713,375
414.01281777398,498.165562913907,0.3059829,376
415.380046998505,502.291665395062,0.3064713,376
416.786339915159,505.148197882015,0.3064713,391
416.786339915159,505.148197882015,0.3064713,391
418.075441755425,507.174626911222,0.3059829,391
419.40360728782,508.273293252358,0.3057387,391
421.083346049379,509.445204016236,0.2998779,391
418.075441755425,507.174626911222,0.3059829,406
419.40360728782,508.273293252358,0.3057387,406
421.083346049379,509.445204016236,0.2998779,406
423.036530655843,510.543870357372,0.2874237,422
423.036530655843,510.543870357372,0.2874237,422
425.380352183599,511.300729392377,0.2681319,422
425.380352183599,511.300729392377,0.2681319,423
428.661702322459,511.300729392377,0.2229548,438
428.661702322459,511.300729392377,0.2229548,438
431.357097079379,510.714774010437,0.1494506,438
431.357097079379,510.714774010437,0.1494506,439
431.333333333333,511,0.5,453
431.357097079379,510.714774010437,0,453
455.771904660176,475.923673207801,0.3072039,578
455.771904660176,475.923673207801,0.3504274,579
460.772057252724,476.607287820063,0.3509158,579
465.967528305918,476.607287820063,0.3509158,579
472.139591662343,476.607287820063,0.35116,579
478.702291940062,475.166814172796,0.353602,594
478.702291940062,475.166814172796,0.353602,594
484.835291604358,473.16479995117,0.3565324,594
490.577654347362,470.796563615833,0.3599512,594
496.124698629719,467.94003112888,0.362149,594
484.835291604358,473.16479995117,0.3565324,595
490.577654347362,470.796563615833,0.3599512,609
496.124698629719,467.94003112888,0.362149,610
500.773277993103,465.229987487411,0.3626374,625
504.132755516221,462.788506729331,0.3643468,625
506.32032227546,460.688833277383,0.3643468,641
506.32032227546,460.688833277383,0.3643468,641
507.765678884243,458.589159825434,0.3626374,641
508.937589648122,456.147679067354,0.3575092,641
507.765678884243,458.589159825434,0.3626374,642
508.937589648122,456.147679067354,0.3575092,642
509.601672414319,450.50785851619,0.345055,656
509.601672414319,453.535294656209,0.3518926,656
509.601672414319,453.535294656209,0.3518926,656
509.601672414319,450.50785851619,0.345055,657
506.164067506943,445.527237769707,0.3030525,672
509.01571703238,447.895474105045,0.3304029,672
509.01571703238,447.895474105045,0.3304029,672
506.164067506943,445.527237769707,0.3030525,673
494.601214636677,444.111178930021,0.2681319,688
501.359233375042,444.111178930021,0.2822955,688
501.359233375042,444.111178930021,0.2822955,688
494.601214636677,444.111178930021,0.2681319,689
479.87420270394,449.482436597797,0.2534799,703
487.218176824244,445.624897000031,0.2566545,703
487.218176824244,445.624897000031,0.2566545,703
479.87420270394,449.482436597797,0.2534799,704
468.272286141545,461.030640583514,0.2583639,719
473.38962981048,454.878109073153,0.2534799,719
473.38962981048,454.878109073153,0.2534799,719
