X,Y,Pressure,Time
216.100527970214,222.819672231208,0.1225885,0
216.100527970214,222.819672231208,0.1294261,14
216.100527970214,222.819672231208,0.1374847,14
216.100527970214,222.819672231208,0.1716728,30
216.100527970214,222.819672231208,0.1716728,30
216.100527970214,222.819672231208,0.2019536,30
216.100527970214,222.819672231208,0.2019536,31
216.100527970214,222.819672231208,0.2424908,46
216.100527970214,222.819672231208,0.2424908,46
216.100527970214,222.819672231208,0.2866911,46
221.256935331278,217.466969817194,0.3137973,46
216.100527970214,222.819672231208,0.2866911,47
221.256935331278,217.466969817194,0.3137973,47
221.256935331278,214.461018707846,0.3606838,61
221.256935331278,216.095834223457,0.3396825,61
221.256935331278,216.095834223457,0.3396825,61
221.256935331278,214.461018707846,0.3606838,62
220.319406720176,210.373979918821,0.3716728,77
221.256935331278,212.536155278176,0.3716728,77
221.256935331278,212.536155278176,0.3716728,77
220.319406720176,210.373979918821,0.3716728,78
216.803674428541,205.733213293863,0.3663004,93
218.819360942412,208.079964598529,0.3702076,93
218.819360942412,208.079964598529,0.3702076,93
216.803674428541,205.733213293863,0.3663004,94
210.006591998047,201.171550645466,0.364591,108
214.084841456343,203.465565965758,0.3648352,108
214.084841456343,203.465565965758,0.3648352,108
210.006591998047,201.171550645466,0.364591,109
196.599932859279,199.352159184545,0.3604396,125
204.287667470321,199.536735129856,0.3643468,125
179.021271401105,203.623773918882,0.3579976,139
188.1152989288,200.090462965789,0.3582418,139
188.1152989288,200.090462965789,0.3582418,139
179.021271401105,203.623773918882,0.3579976,140
169.599108859523,209.266524246956,0.3565324,155
159.989440595721,216.359514145329,0.3540904,156
139.504440443129,235.107156590472,0.3538462,171
149.582873012482,225.087319559313,0.3538462,171
149.582873012482,225.087319559313,0.3538462,171
139.504440443129,235.107156590472,0.3538462,172
123.144566179388,257.75726187933,0.3650794,186
130.504165776543,246.10260933256,0.357265,186
130.504165776543,246.10260933256,0.357265,186
123.144566179388,257.75726187933,0.3650794,187
117.472518082217,269.385546433912,0.3714286,202
113.628650776696,280.855623035371,0.3753358,203
111.37858211005,300.868929105503,0.379243,218
111.612964262825,291.481923886837,0.3772894,218
111.612964262825,291.481923886837,0.3772894,218
111.37858211005,300.868929105503,0.379243,219
112.409863582263,309.043006683554,0.3821734,233
112.409863582263,309.043006683554,0.3821734,233
116.441236610004,316.056892605365,0.3875458,233
116.441236610004,316.056892605365,0.3875458,234
122.300790429395,321.59417096469,0.3924298,249
122.300790429395,321.59417096469,0.3924298,249
129.894772179327,326.050361644337,0.3968254,249
129.894772179327,326.050361644337,0.3968254,250
138.801293984802,329.056312753685,0.3995116,264
148.785973693045,330.585656300546,0.4039072,265
159.286294137394,330.691128269295,0.4041514,280
159.286294137394,330.691128269295,0.4041514,280
169.692861720634,330.058296456801,0.4063492,280
169.692861720634,330.058296456801,0.4063492,281
179.630664998321,327.421497238075,0.4068376,296
179.630664998321,327.421497238075,0.4068376,296
188.1152989288,324.046394238105,0.4095238,296
194.256111331523,320.697659230323,0.4095238,296
188.1152989288,324.046394238105,0.4095238,297
194.256111331523,320.697659230323,0.4095238,297
198.428113650929,317.691708120975,0.4095238,311
200.53755302591,315.23948484756,0.4095238,312
201.334452345347,312.760893581957,0.415873,327
201.334452345347,312.760893581957,0.415873,327
201.662587359233,309.675838496048,0.425641,327
201.662587359233,309.675838496048,0.425641,328
200.4438001648,302.134592730491,0.43663,343
201.662587359233,306.142527542955,0.4344322,343
201.662587359233,306.142527542955,0.4344322,343
200.4438001648,302.134592730491,0.43663,344
194.677999206519,294.593346964934,0.4322344,358
197.818720053713,298.232129886776,0.43663,358
197.818720053713,298.232129886776,0.43663,358
194.677999206519,294.593346964934,0.4322344,359
188.912198248238,288.317764824366,0.4275946,374
191.537278359325,291.297347941526,0.4275946,374
191.537278359325,291.297347941526,0.4275946,374
188.912198248238,288.317764824366,0.4275946,375
187.412152470473,282.754118472854,0.4285714,389
187.505905331584,285.496389660329,0.4285714,389
187.505905331584,285.496389660329,0.4285714,389
187.412152470473,282.754118472854,0.4285714,390
187.880916776025,280.038215277566,0.4163614,405
187.880916776025,280.038215277566,0.4163614,405
191.209143345439,276.663112277596,0.4075702,405
196.506179998169,272.839753410443,0.4029304,405
191.209143345439,276.663112277596,0.4075702,406
196.506179998169,272.839753410443,0.4029304,406
201.850093081454,269.491018402661,0.4004884,421
206.912747581408,266.669643238624,0.3934066,436
211.13162633137,264.744779808954,0.3833944,436
214.178594317454,263.848268074587,0.3765568,436
216.991180150761,263.294540238655,0.371917,452
219.522507400739,263.294540238655,0.3677656,468
221.256935331278,263.400012207404,0.358486,468
222.241340372936,265.219403668325,0.358486,468
222.053834650716,273.393481246376,0.3660562,483
222.335093234046,268.489034699545,0.3616606,483
222.335093234046,268.489034699545,0.3616606,483
222.053834650716,273.393481246376,0.3660562,484
215.772392956328,286.762053285318,0.3733822,499
219.241248817408,279.748167363506,0.3699634,499
219.241248817408,279.748167363506,0.3699634,499
215.772392956328,286.762053285318,0.3733822,500
209.631580553606,298.574913785211,0.3763126,514
212.162907803583,293.406787316507,0.3763126,514
212.162907803583,293.406787316507,0.3763126,514
209.631580553606,298.574913785211,0.3763126,515
208.506546220283,302.029120761742,0.3741148,530
208.506546220283,302.029120761742,0.3741148,530
208.506546220283,305.03507187109,0.3369963,530
208.506546220283,305.03507187109,0.3369963,531
208.694051942503,306.854463332011,0.2180708,546
208.694051942503,306.854463332011,0.2180708,546
209.631580553606,307.961919003876,0.02857143,546
209.631580553606,307.961919003876,0.02857143,547
209.631580553606,307.961919003876,0,548
210,307.8,0.5,548
285.712027344585,293.67046723838,0.171917,1094
285.712027344585,293.67046723838,0.190232,1108
285.712027344585,293.67046723838,0.190232,1108
285.712027344585,293.67046723838,0.1814408,1124
285.712027344585,293.67046723838,0.1814408,1124
285.712027344585,293.67046723838,0.1814408,1124
285.712027344585,293.67046723838,0.1814408,1125
285.712027344585,293.67046723838,0.2004884,1139
285.712027344585,293.67046723838,0.2004884,1139
291.290322580645,299.207745597705,0.2205128,1139
291.290322580645,299.207745597705,0.2205128,1140
295.227942747276,300.763457136753,0.2385836,1155
295.227942747276,300.763457136753,0.2385836,1155
300.759361552782,302.134592730491,0.2507937,1155
300.759361552782,302.134592730491,0.2507937,1156
308.353343302713,302.688320566424,0.2632479,1171
308.353343302713,302.688320566424,0.2632479,1171
316.744224372082,302.688320566424,0.2720391,1171
325.228858302561,301.870912808618,0.2776557,1171
316.744224372082,302.688320566424,0.2720391,1172
325.228858302561,301.870912808618,0.2776557,1172
333.010345774712,299.682369457076,0.2793651,1186
339.573046052431,296.940098269601,0.2793651,1202
344.729453413495,294.224195074313,0.2752137,1202
